department,job_role,salary,overtime,overtime_hours,hours_worked,projects_handled,performance_rating,productivity_score,years_at_company,attrition,hourly_rate,overtime_cost,efficiency_score,high_risk
Research & Development,Laboratory Technician,4197.0,No,5.0,45.0,3,3.0,0.6,10,No,26.23125,131.15625,0.09999999999999999,0
Sales,Sales Executive,9713.0,Yes,15.0,55.0,5,3.0,0.6,5,No,60.70625,910.59375,0.0375,1
Research & Development,Laboratory Technician,2062.0,No,5.0,45.0,6,3.0,0.6,3,No,12.8875,64.4375,0.09999999999999999,0
Research & Development,Research Scientist,4284.0,Yes,15.0,55.0,6,4.0,0.8,5,No,26.775,401.625,0.05,0
Research & Development,Manufacturing Director,4788.0,Yes,15.0,55.0,6,3.0,0.6,3,No,29.925,448.875,0.0375,1
Research & Development,Manufacturing Director,5906.0,No,5.0,45.0,6,3.0,0.6,9,No,36.9125,184.5625,0.09999999999999999,0
Human Resources,Human Resources,3886.0,No,5.0,45.0,4,4.0,0.8,10,No,24.2875,121.4375,0.13333333333333333,0
Research & Development,Manager,16823.0,No,5.0,45.0,4,3.0,0.6,19,No,105.14375,525.71875,0.09999999999999999,0
Research & Development,Research Scientist,2933.0,Yes,15.0,55.0,3,3.0,0.6,1,No,18.33125,274.96875,0.0375,1
Sales,Sales Executive,6500.0,No,5.0,45.0,8,3.0,0.6,8,No,40.625,203.125,0.09999999999999999,0
Research & Development,Manager,17174.0,No,5.0,45.0,6,3.0,0.6,22,No,107.3375,536.6875,0.09999999999999999,0
Research & Development,Healthcare Representative,5033.0,No,5.0,45.0,6,3.0,0.6,2,No,31.45625,157.28125,0.09999999999999999,0
Research & Development,Research Scientist,2307.0,Yes,15.0,55.0,5,4.0,0.8,5,Yes,14.41875,216.28125,0.05,0
Research & Development,Laboratory Technician,2587.0,No,5.0,45.0,8,3.0,0.6,4,Yes,16.16875,80.84375,0.09999999999999999,0
Sales,Sales Executive,5507.0,No,5.0,45.0,3,3.0,0.6,4,No,34.41875,172.09375,0.09999999999999999,0
Sales,Sales Executive,4393.0,No,5.0,45.0,7,4.0,0.8,5,No,27.45625,137.28125,0.13333333333333333,0
Research & Development,Research Director,13348.0,No,5.0,45.0,8,3.0,0.6,13,No,83.425,417.125,0.09999999999999999,0
Sales,Sales Executive,6583.0,Yes,15.0,55.0,6,3.0,0.6,5,No,41.14375,617.15625,0.0375,1
Sales,Sales Executive,8103.0,Yes,15.0,55.0,3,3.0,0.6,4,No,50.64375,759.65625,0.0375,1
Research & Development,Laboratory Technician,3978.0,No,5.0,45.0,3,3.0,0.6,2,No,24.8625,124.3125,0.09999999999999999,0
Research & Development,Laboratory Technician,2544.0,No,5.0,45.0,5,3.0,0.6,7,No,15.9,79.5,0.09999999999999999,0
Research & Development,Healthcare Representative,5399.0,No,5.0,45.0,8,3.0,0.6,4,No,33.74375,168.71875,0.09999999999999999,0
Sales,Sales Executive,5487.0,No,5.0,45.0,8,3.0,0.6,10,No,34.29375,171.46875,0.09999999999999999,0
Sales,Sales Executive,6834.0,Yes,15.0,55.0,6,3.0,0.6,7,No,42.7125,640.6875,0.0375,1
Sales,Sales Representative,1091.0,No,5.0,45.0,5,3.0,0.6,1,Yes,6.81875,34.09375,0.09999999999999999,0
Sales,Sales Executive,5736.0,No,5.0,45.0,6,3.0,0.6,3,No,35.85,179.25,0.09999999999999999,0
Research & Development,Research Scientist,2226.0,No,5.0,45.0,8,3.0,0.6,5,No,13.9125,69.5625,0.09999999999999999,0
Research & Development,Research Scientist,5747.0,Yes,15.0,55.0,4,3.0,0.6,15,No,35.91875,538.78125,0.0375,1
Sales,Sales Executive,9854.0,Yes,15.0,55.0,5,3.0,0.6,2,Yes,61.5875,923.8125,0.0375,1
Research & Development,Research Scientist,5467.0,No,5.0,45.0,4,3.0,0.6,8,No,34.16875,170.84375,0.09999999999999999,0
Sales,Sales Executive,5380.0,No,5.0,45.0,3,3.0,0.6,0,No,33.625,168.125,0.09999999999999999,0
Research & Development,Manufacturing Director,5151.0,No,5.0,45.0,8,4.0,0.8,10,No,32.19375,160.96875,0.13333333333333333,0
Research & Development,Research Scientist,2133.0,Yes,15.0,55.0,8,3.0,0.6,20,No,13.33125,199.96875,0.0375,1
Sales,Manager,17875.0,Yes,15.0,55.0,8,3.0,0.6,1,No,111.71875,1675.78125,0.0375,1
Research & Development,Research Scientist,2432.0,Yes,15.0,55.0,7,3.0,0.6,4,Yes,15.2,228.0,0.0375,1
Research & Development,Research Scientist,4771.0,No,5.0,45.0,4,3.0,0.6,5,No,29.81875,149.09375,0.09999999999999999,0
Research & Development,Research Director,19161.0,No,5.0,45.0,8,3.0,0.6,5,No,119.75625,598.78125,0.09999999999999999,0
Sales,Sales Executive,5087.0,Yes,15.0,55.0,5,3.0,0.6,0,No,31.79375,476.90625,0.0375,1
Human Resources,Human Resources,2863.0,No,5.0,45.0,3,3.0,0.6,1,Yes,17.89375,89.46875,0.09999999999999999,0
Sales,Sales Executive,5561.0,No,5.0,45.0,4,3.0,0.6,5,No,34.75625,173.78125,0.09999999999999999,0
Research & Development,Research Scientist,2144.0,No,5.0,45.0,7,3.0,0.6,5,No,13.4,67.0,0.09999999999999999,0
Research & Development,Research Scientist,3065.0,Yes,15.0,55.0,3,3.0,0.6,4,No,19.15625,287.34375,0.0375,1
Research & Development,Laboratory Technician,2810.0,No,5.0,45.0,8,4.0,0.8,5,No,17.5625,87.8125,0.13333333333333333,0
Sales,Sales Executive,9888.0,No,5.0,45.0,3,4.0,0.8,14,No,61.8,309.0,0.13333333333333333,0
Sales,Sales Executive,8628.0,No,5.0,45.0,7,3.0,0.6,8,No,53.925,269.625,0.09999999999999999,0
Research & Development,Laboratory Technician,2867.0,No,5.0,45.0,7,3.0,0.6,7,No,17.91875,89.59375,0.09999999999999999,0
Research & Development,Healthcare Representative,5373.0,No,5.0,45.0,6,3.0,0.6,5,No,33.58125,167.90625,0.09999999999999999,0
Research & Development,Healthcare Representative,6667.0,No,5.0,45.0,5,3.0,0.6,5,No,41.66875,208.34375,0.09999999999999999,0
Research & Development,Research Scientist,5003.0,No,5.0,45.0,8,4.0,0.8,10,No,31.26875,156.34375,0.13333333333333333,0
Research & Development,Laboratory Technician,2367.0,No,5.0,45.0,8,3.0,0.6,4,Yes,14.79375,73.96875,0.09999999999999999,0
Sales,Sales Representative,2858.0,No,5.0,45.0,6,3.0,0.6,1,No,17.8625,89.3125,0.09999999999999999,0
Sales,Sales Executive,5204.0,Yes,15.0,55.0,5,3.0,0.6,10,No,32.525,487.875,0.0375,1
Sales,Sales Executive,4105.0,No,5.0,45.0,8,3.0,0.6,7,No,25.65625,128.28125,0.09999999999999999,0
Research & Development,Manufacturing Director,9679.0,No,5.0,45.0,7,4.0,0.8,1,No,60.49375,302.46875,0.13333333333333333,0
Sales,Sales Executive,5617.0,Yes,15.0,55.0,7,3.0,0.6,10,Yes,35.10625,526.59375,0.0375,1
Sales,Sales Executive,10448.0,Yes,15.0,55.0,7,3.0,0.6,2,Yes,65.3,979.5,0.0375,1
Research & Development,Research Scientist,2897.0,No,5.0,45.0,8,3.0,0.6,4,No,18.10625,90.53125,0.09999999999999999,0
Research & Development,Healthcare Representative,5968.0,No,5.0,45.0,7,4.0,0.8,9,No,37.3,186.5,0.13333333333333333,0
Research & Development,Healthcare Representative,7510.0,No,5.0,45.0,7,3.0,0.6,10,No,46.9375,234.6875,0.09999999999999999,0
Human Resources,Human Resources,2991.0,Yes,15.0,55.0,6,3.0,0.6,6,No,18.69375,280.40625,0.0375,1
Human Resources,Manager,19636.0,Yes,15.0,55.0,8,3.0,0.6,10,No,122.725,1840.875,0.0375,1
Research & Development,Laboratory Technician,1129.0,Yes,15.0,55.0,6,3.0,0.6,1,No,7.05625,105.84375,0.0375,1
Sales,Sales Executive,13341.0,No,5.0,45.0,3,3.0,0.6,20,No,83.38125,416.90625,0.09999999999999999,0
Research & Development,Research Scientist,4332.0,No,5.0,45.0,8,3.0,0.6,20,No,27.075,135.375,0.09999999999999999,0
Research & Development,Research Director,11031.0,No,5.0,45.0,3,4.0,0.8,11,No,68.94375,344.71875,0.13333333333333333,0
Research & Development,Manufacturing Director,4440.0,Yes,15.0,55.0,8,3.0,0.6,5,No,27.75,416.25,0.0375,1
Research & Development,Healthcare Representative,4617.0,No,5.0,45.0,7,3.0,0.6,4,No,28.85625,144.28125,0.09999999999999999,0
Research & Development,Laboratory Technician,2647.0,No,5.0,45.0,4,3.0,0.6,5,No,16.54375,82.71875,0.09999999999999999,0
Research & Development,Laboratory Technician,6323.0,No,5.0,45.0,6,3.0,0.6,10,No,39.51875,197.59375,0.09999999999999999,0
Sales,Sales Executive,5677.0,No,5.0,45.0,4,3.0,0.6,11,No,35.48125,177.40625,0.09999999999999999,0
Human Resources,Human Resources,2187.0,No,5.0,45.0,8,3.0,0.6,2,No,13.66875,68.34375,0.09999999999999999,0
Research & Development,Laboratory Technician,3748.0,No,5.0,45.0,6,3.0,0.6,12,No,23.425,117.125,0.09999999999999999,0
Research & Development,Laboratory Technician,3977.0,Yes,15.0,55.0,5,3.0,0.6,2,No,24.85625,372.84375,0.0375,1
Research & Development,Healthcare Representative,8633.0,No,5.0,45.0,3,4.0,0.8,17,No,53.95625,269.78125,0.13333333333333333,0
Research & Development,Laboratory Technician,2008.0,No,5.0,45.0,5,3.0,0.6,1,No,12.55,62.75,0.09999999999999999,0
Sales,Sales Executive,4440.0,No,5.0,45.0,6,3.0,0.6,15,No,27.75,138.75,0.09999999999999999,0
Sales,Sales Representative,3067.0,No,5.0,45.0,8,3.0,0.6,2,No,19.16875,95.84375,0.09999999999999999,0
Research & Development,Manufacturing Director,5321.0,No,5.0,45.0,7,3.0,0.6,8,No,33.25625,166.28125,0.09999999999999999,0
Research & Development,Research Scientist,5410.0,Yes,15.0,55.0,8,3.0,0.6,4,No,33.8125,507.1875,0.0375,1
Research & Development,Research Scientist,2782.0,No,5.0,45.0,8,4.0,0.8,5,No,17.3875,86.9375,0.13333333333333333,0
Research & Development,Research Director,11957.0,No,5.0,45.0,8,3.0,0.6,13,No,74.73125,373.65625,0.09999999999999999,0
Research & Development,Laboratory Technician,2660.0,Yes,15.0,55.0,3,3.0,0.6,2,No,16.625,249.375,0.0375,1
Research & Development,Research Scientist,3375.0,No,5.0,45.0,4,3.0,0.6,3,No,21.09375,105.46875,0.09999999999999999,0
Research & Development,Research Scientist,5098.0,No,5.0,45.0,8,3.0,0.6,10,No,31.8625,159.3125,0.09999999999999999,0
Research & Development,Healthcare Representative,4878.0,Yes,15.0,55.0,5,3.0,0.6,9,No,30.4875,457.3125,0.0375,1
Research & Development,Laboratory Technician,2837.0,No,5.0,45.0,3,3.0,0.6,6,No,17.73125,88.65625,0.09999999999999999,0
Research & Development,Laboratory Technician,2406.0,No,5.0,45.0,4,3.0,0.6,1,No,15.0375,75.1875,0.09999999999999999,0
Sales,Sales Representative,2269.0,No,5.0,45.0,8,3.0,0.6,2,No,14.18125,70.90625,0.09999999999999999,0
Research & Development,Research Scientist,4108.0,No,5.0,45.0,8,3.0,0.6,7,No,25.675,128.375,0.09999999999999999,0
Research & Development,Research Director,13206.0,No,5.0,45.0,8,3.0,0.6,18,No,82.5375,412.6875,0.09999999999999999,0
Sales,Sales Executive,10422.0,No,5.0,45.0,4,3.0,0.6,14,No,65.1375,325.6875,0.09999999999999999,0
Research & Development,Research Director,13744.0,Yes,15.0,55.0,6,4.0,0.8,16,No,85.9,1288.5,0.05,0
Sales,Sales Executive,4907.0,Yes,15.0,55.0,8,4.0,0.8,5,No,30.66875,460.03125,0.05,0
Sales,Sales Representative,3482.0,No,5.0,45.0,3,3.0,0.6,9,No,21.7625,108.8125,0.09999999999999999,0
Research & Development,Research Scientist,2436.0,Yes,15.0,55.0,5,3.0,0.6,4,No,15.225,228.375,0.0375,1
Sales,Sales Representative,2380.0,Yes,15.0,55.0,8,3.0,0.6,2,No,14.875,223.125,0.0375,1
Research & Development,Manager,19431.0,No,5.0,45.0,8,3.0,0.6,6,No,121.44375,607.21875,0.09999999999999999,0
Sales,Sales Representative,1790.0,No,5.0,45.0,8,3.0,0.6,1,Yes,11.1875,55.9375,0.09999999999999999,0
Sales,Sales Executive,7644.0,No,5.0,45.0,7,3.0,0.6,9,No,47.775,238.875,0.09999999999999999,0
Research & Development,Manufacturing Director,5131.0,No,5.0,45.0,7,3.0,0.6,4,No,32.06875,160.34375,0.09999999999999999,0
Research & Development,Healthcare Representative,6306.0,No,5.0,45.0,7,4.0,0.8,13,No,39.4125,197.0625,0.13333333333333333,0
Research & Development,Research Scientist,4787.0,Yes,15.0,55.0,5,3.0,0.6,2,Yes,29.91875,448.78125,0.0375,1
Research & Development,Manager,18880.0,No,5.0,45.0,3,3.0,0.6,22,No,118.0,590.0,0.09999999999999999,0
Research & Development,Laboratory Technician,2339.0,No,5.0,45.0,5,3.0,0.6,10,Yes,14.61875,73.09375,0.09999999999999999,0
Research & Development,Manufacturing Director,13570.0,No,5.0,45.0,3,4.0,0.8,20,No,84.8125,424.0625,0.13333333333333333,0
Sales,Sales Executive,6712.0,No,5.0,45.0,4,4.0,0.8,8,No,41.95,209.75,0.13333333333333333,0
Sales,Sales Executive,5406.0,No,5.0,45.0,3,4.0,0.8,15,No,33.7875,168.9375,0.13333333333333333,0
Sales,Sales Executive,8938.0,No,5.0,45.0,6,3.0,0.6,5,No,55.8625,279.3125,0.09999999999999999,0
Research & Development,Research Scientist,2439.0,No,5.0,45.0,8,3.0,0.6,4,No,15.24375,76.21875,0.09999999999999999,0
Human Resources,Human Resources,8837.0,Yes,15.0,55.0,4,3.0,0.6,9,No,55.23125,828.46875,0.0375,1
Sales,Sales Executive,5343.0,No,5.0,45.0,7,3.0,0.6,10,No,33.39375,166.96875,0.09999999999999999,0
Sales,Sales Executive,6728.0,No,5.0,45.0,7,3.0,0.6,6,Yes,42.05,210.25,0.09999999999999999,0
Sales,Sales Executive,6652.0,No,5.0,45.0,6,3.0,0.6,6,No,41.575,207.875,0.09999999999999999,0
Sales,Sales Executive,4850.0,No,5.0,45.0,8,3.0,0.6,5,No,30.3125,151.5625,0.09999999999999999,0
Research & Development,Research Scientist,2809.0,No,5.0,45.0,6,3.0,0.6,2,No,17.55625,87.78125,0.09999999999999999,0
Research & Development,Healthcare Representative,5689.0,Yes,15.0,55.0,6,3.0,0.6,10,No,35.55625,533.34375,0.0375,1
Research & Development,Research Scientist,2001.0,No,5.0,45.0,7,3.0,0.6,5,No,12.50625,62.53125,0.09999999999999999,0
Research & Development,Research Scientist,2977.0,No,5.0,45.0,3,3.0,0.6,4,No,18.60625,93.03125,0.09999999999999999,0
Research & Development,Laboratory Technician,4025.0,Yes,15.0,55.0,3,3.0,0.6,4,No,25.15625,377.34375,0.0375,1
Research & Development,Research Scientist,3785.0,No,5.0,45.0,6,3.0,0.6,5,No,23.65625,118.28125,0.09999999999999999,0
Sales,Sales Executive,10854.0,Yes,15.0,55.0,3,3.0,0.6,3,Yes,67.8375,1017.5625000000001,0.0375,1
Sales,Sales Executive,12031.0,No,5.0,45.0,8,3.0,0.6,20,No,75.19375,375.96875,0.09999999999999999,0
Research & Development,Manufacturing Director,9936.0,No,5.0,45.0,8,3.0,0.6,9,No,62.1,310.5,0.09999999999999999,0
Sales,Sales Representative,2966.0,No,5.0,45.0,4,3.0,0.6,4,No,18.5375,92.6875,0.09999999999999999,0
Research & Development,Laboratory Technician,2571.0,No,5.0,45.0,4,3.0,0.6,5,No,16.06875,80.34375,0.09999999999999999,0
Research & Development,Healthcare Representative,9991.0,No,5.0,45.0,8,3.0,0.6,7,No,62.44375,312.21875,0.09999999999999999,0
Research & Development,Manufacturing Director,6142.0,Yes,15.0,55.0,6,4.0,0.8,6,No,38.3875,575.8125,0.05,0
Sales,Sales Executive,5390.0,No,5.0,45.0,7,3.0,0.6,9,No,33.6875,168.4375,0.09999999999999999,0
Research & Development,Laboratory Technician,4404.0,No,5.0,45.0,4,3.0,0.6,4,No,27.525,137.625,0.09999999999999999,0
